.,English
EventTravelEventRoad29MoBA.button1,Confirm
EventTravelEventRoad29MoBB.text,"<b>Road - The Remains of a Wagon:</b>\n\n<i>You try to open the chest.</i>\n\nThe heroes choose 2 heroes to test both {might} and {will} to open the chest. If both heroes pass both tests, 1 hero draws and receives 1 Shop Item card from the current Act's Shop Item deck. Each hero who fails his {might} test is Stunned. Each hero who fails his {will} test is Terrified."
EventTravelEventRoad29MoBB.button1,Confirm
EventTravelEventRoad30.text,"<b>Road - Battalion of Enemy Soldiers:</b>\n\n<i>You scurry off the road as a battalion of enemy soldiers marches into view. You press yourselves against the berm, desperate not to be seen.</i>\n\nEach hero tests {awareness}. For each hero who fails, each hero suffers 1 {fatigue}."
EventTravelEventRoad30.button1,Confirm
EventTravelEventRoad31.text,<b>Road - Twelve Roads Cross Your Path:</b>\n\n<i>Twelve roads cross your path</i>\n\nOne hero tests {knowledge} or {awareness}. Did he pass?
EventTravelEventRoad31.button1,Yes
EventTravelEventRoad31.button2,No
EventTravelEventRoad31A.text,<b>Road - Twelve Roads Cross Your Path:</b>\n\n<i>You find the right path.</i>\n\nNo effect.
EventTravelEventRoad31A.button1,Confirm
EventTravelEventRoad31B.text,<b>Road - Twelve Roads Cross Your Path:</b>\n\n<i>You are absolutely lost.</i>\n\nResolve 3 additional travel events of your choice.
EventTravelEventRoad31B.button1,Confirm
EventTravelEventPlains1.text,"<b>Plains - Moss covered Standing Stones:</b>\n\n<i>You come across a collection of mosscovered standing stones.</i>\n\nEach hero tests {will} and suffers 1 {fatigue} if he fails. If all heroes pass, each hero draws 1 Search Card."
EventTravelEventPlains1.button1,Confirm
EventTravelEventPlains2.text,<b>Plains - Band of Refugees:</b>\n\n<i>You come across a band of refugees.</i>\n\nDo you want to stop and help them?
EventTravelEventPlains2.button1,No
EventTravelEventPlains2.button2,Yes
EventTravelEventPlains2A.text,<b>Plains - Band of Refugees:</b>\n\n<i>You refuse to help them.</i>\n\nEach hero suffers 1 {heart}.
EventTravelEventPlains2A.button1,Confirm
EventTravelEventPlains2B.text,<b>Plains - Band of Refugees:</b>\n\n<i>You stop and help the refugees.</i>\n\nThe Overlord's reinforcements will arrive sooner.
EventTravelEventPlains2B.button1,Confirm
EventTravelEventPlains3.text,<b>Plains - Smoke Smudging the Horizon:</b>\n\n<i>You see smoke smudging the horizon in the distance.</i>\n\nThe Overlord's reinforcements will arrive sooner.
EventTravelEventPlains3.button1,Confirm
EventTravelEventPlains4.text,"<b>Plains - Lawless Brigands:</b>\n\n<i>Lawless brigands accost you.</i>\n\nHero players choose one hero to test {might} to scare them off. If he fails, each hero suffers 1 {heart} in the battle."
EventTravelEventPlains4.button1,Confirm
EventTravelEventPlains8.text,<b>Plains - Burning Farm:</b>\n\n<i>You find a farm already burning and stop to give the farmers a proper burial.</i>\n\nThe Overlord's reinforcements will arrive sooner.
EventTravelEventPlains8.button1,Confirm
EventTravelEventPlains10.text,"<b>Plains - Tree with Golden Apples:</b>\n\n<i>You pause briefly in an orchard, which you discover has a tree with golden apples.</i>\n\nHero players choose one hero to test {will}. If he passes, draw 1 Search Card."
EventTravelEventPlains10.button1,Confirm
EventTravelEventPlains11.text,"<b>Plains - Winged Minions:</b>\n\n<i>Winged minions of the overlord descend to assault you from above.</i>\n\nOne hero tests {awareness}. if he fails, each hero suffers 1 {heart} and 1 {fatigue}."
EventTravelEventPlains11.button1,Confirm
EventTravelEventPlains12.text,"<b>Plains - Mysterious Herald:</b>\n\n<i>As you make your way towards your destination, you are approached by a mysterious herald. ""Tread carefully, heroes,"" the cloaked strangers says. ""There are minions of evil everywhere! A terrible plot is afoot, just nearby, and it must be stopped! Come!""</i>\n\nYou will be able to avoid some of the Overlord's reinforcements."
EventTravelEventPlains12.button1,Confirm
EventTravelEventPlains13.text,<b>Plains - The Enemy's Scouts:</b>\n\n<i>You encounter the enemy's scouts.</i>\n\nThe hero with the highest {awareness} must either suffer 1 {fatigue} or suffer 2 {heart}.
EventTravelEventPlains13.button1,Suffer 1 {fatigue}
EventTravelEventPlains13.button2,Suffer 2 {heart}
EventTravelEventPlains13A.text,<b>Plains - The Enemy's Scouts:</b>\n\n<i>You manage to skillfully distract the enemies without being caught.</i>\n\nNo effect.
EventTravelEventPlains13A.button1,Confirm
EventTravelEventPlains13B.text,<b>Plains - The Enemy's Scouts:</b>\n\n<i>You hunt down one of the scouts and defeat him in battle.</i>\n\nYou will be able to avoid some of the Overlord's reinforcements.
EventTravelEventPlains13B.button1,Confirm
EventTravelEventPlains14.text,<b>Plains - Wandering Mystic:</b>\n\n<i>A wandering mystic blesses you.</i>\n\nThe heroes choose a healer. He places one of his hero tokens besides the map. He may discard this token when reviving a hero. The revived hero recovers all {heart}.
EventTravelEventPlains14.button1,Confirm
EventTravelEventPlains15.text,<b>Plains - Traveling Healer:</b>\n\n<i>A traveling healer offers you a mysterious method of healing.</i>\n\nThe heroes choose 1 hero to suffer 2 {heart}. Another hero of their choice recovers all {heart} and discards all of his Condition cards.
EventTravelEventPlains15.button1,Confirm
EventTravelEventPlains16.text,"<b>Plains - Ambush:</b>\n\n<i>You sense an ambush.</i>\n\nThe heroes may choose up to 3 different heroes to suffer 1 {heart} each. After setup, they can choose 1 monster to suffer the same amount of {heart}."
EventTravelEventPlains16.button1,Confirm
EventTravelEventPlains19.text,<b>Plains - Cloaked Traveller:</b>\n\n<i>A cloaked traveller offers a warning.</i>\n\nThe heroes may choose to suffer 1 {heart} each to avoid some of the overlords troops. Do they want to do this?
EventTravelEventPlains19.button1,No
EventTravelEventPlains19.button2,Yes
EventTravelEventPlains19A.text,<b>Plains - Cloaked Traveller:</b>\n\n<i>You send the man away.</i>\n\nNo effect.
EventTravelEventPlains19A.button1,Confirm
EventTravelEventPlains19B.text,<b>Plains - Cloaked Traveller:</b>\n\n<i>You listen to the terrible stories of the cloaked man.</i>\n\nYou will be able to avoid some of the Overlord's reinforcements.
EventTravelEventPlains19B.button1,Confirm
EventTravelEventPlains21LoR.text,"<b>Plains - Barren Field:</b>\n\n<i>As you cross through a barren field with no sign of life, your party is assailed by unseen dark energy.</i>\n\nEach hero tests {willpower}. Each hero who fails is Cursed."
EventTravelEventPlains21LoR.button1,Confirm
EventTravelEventPlains22.text,"<b>Plains - Vicious Thunderstorm:</b>\n\n<i>A vicious thunderstorm hinders your progress.</i>\n\nEach hero suffers 1 {fatigue}. Then resolve another ""Plains"" travel encounter."
EventTravelEventPlains22.button1,Confirm
EventTravelEventPlains24.text,"<b>Plains - Lone Knight:</b>\n\n<i>A lone knight in shining silver armor blocks your path, bellowing a challenge to your strongest warrior.</i>\n\nDraw cards from the current Act's Shop Item Deck until a Melee weapon is revealed. One hero may choose to perform an attack with a Melee weapon against a gray defense die. This hero is also targeted by an attack from the drawn Shop Item, using his normal defense pool. If the hero deals more {heart} than he suffers, he may take the drawn Shop Item. If he suffers more {heart} than he deals, discard the drawn Shop Item."
EventTravelEventPlains24.button1,Confirm
EventTravelEventPlains25MoB.text,"<b>Plains - Wild Witch:</b>\n\n<i>A wild witch offers a boon.</i>\n\nThe heroes chose 1 hero to be Terrified. At the end of that hero's first turn, each monster adjacent to that hero is Terrified."
EventTravelEventPlains25MoB.button1,Confirm
EventTravelEventPlains28MoB.text,"<b>Plains - Ancient Graveyard:</b>\n\n<i>You stumble across an ancient graveyard. The statue of a hooded figure towers over the crumbling tombstones. In the statue's hands, a black crystal emanates a foreboding glow.</i>\n\nDo the heroes want to harvest the power of the crystal?"
EventTravelEventPlains28MoB.button1,No
EventTravelEventPlains28MoB.button2,Yes
EventTravelEventPlains28MoBA.text,<b>Plains - Ancient Graveyard:</b>\n\n<i>You do not risk to touch the dark crystal.</i>\n\nNo effect.
EventTravelEventPlains28MoBA.button1,Confirm
EventTravelEventPlains28MoBB.text,"<b>Plains - Ancient Graveyard:</b>\n\n<i>You touch the dark crystal...</i>\n\nEach hero tests {knowledge}. Each hero who fails is Terrified or Diseased. If all heroes pass, place a hero token from the hero with the highest {knowledge} besides the map. During his turn, that hero may discard this token. If he does, each hero may discard 1 condition."
EventTravelEventPlains28MoBB.button1,Confirm
EventTravelEventPlains29MoB.text,"<b>Plains - The Remains of a Wagon:</b>\n\n<i>You find the remains of a wagon. A chest with a bizarre lock sits unopened among the wreckage. A voice whispers in your mind, ""By ogre and wraith, unleash that which waits.""</i>\n\nDo the heroes want to open the chest?"
EventTravelEventPlains29MoB.button1,No
EventTravelEventPlains29MoB.button2,Yes
EventTravelEventPlains29MoBA.text,<b>Plains - The Remains of a Wagon:</b>\n\n<i>You leave the chest unopened.</i>\n\nNo effect.
EventTravelEventPlains29MoBA.button1,Confirm
EventTravelEventPlains29MoBB.text,"<b>Plains - The Remains of a Wagon:</b>\n\n<i>You try to open the chest.</i>\n\nThe heroes choose 2 heroes to test both {might} and {will} to open the chest. If both heroes pass both tests, 1 hero draws and receives 1 Shop Item card from the current Act's Shop Item deck. Each hero who fails his {might} test is Stunned. Each hero who fails his {will} test is Terrified."
EventTravelEventPlains29MoBB.button1,Confirm
EventTravelEventPlains30TctR.text,"<b>Plains - Silent Vultures:</b>\n\n<i>Silent vultures congregate in the sky above you, their number ever growing.</i>\n\nEach hero tests {will}. Each hero who fails is Terrified. Each hero who passes chooses 1 monster on the map after setup to be Terrified."
EventTravelEventPlains30TctR.button1,Confirm
EventTravelEventForest1.text,<b>Forest - Dense Thicket:</b>\n\n<i>You hear weeping at the center of a dense thicket.</i>\n\nDo you want to investigate it?
EventTravelEventForest1.button1,No
EventTravelEventForest1.button2,Yes
EventTravelEventForest1A.text,<b>Forest - Dense Thicket:</b>\n\n<i>You do not waste any time investigating the forest.</i>\n\nNo Effect.
EventTravelEventForest1A.button1,Confirm
EventTravelEventForest1B.text,"<b>Forest - Dense Thicket:</b>\n\n<i>You hack through the thicket, getting a few scars on the way. You find nothing particularly interesting, but you are sure that you did the right thing.</i>\n\nEach hero suffers 1 {heart} but you will be able to avoid some of the Overlord's reinforcements."
EventTravelEventForest1B.button1,Confirm
EventTravelEventForest2.text,"<b>Forest - Lost:</b>\n\n<i>You become lost.</i>\n\nHero players choose one hero to test {awareness}. If he fails, each hero suffers 1 {fatigue}."
EventTravelEventForest2.button1,Confirm
EventTravelEventForest3.text,"<b>Forest - Peaceful Glade:</b>\n\n<i>Unexpectedly, you find a beautiful and peaceful glade in the woods.</i>\n\nEach hero recovers all {heart} and {fatigue}."
EventTravelEventForest3.button1,Confirm
EventTravelEventForest4.text,"<b>Forest - Webs Hang Everywhere!:</b>\n\n<i>Webs hang everywhere!</i>\n\nEach hero tests {awareness}. Each hero who fails is ambushed by a spider and is Poisoned. If all heroes fail, each hero suffers 1 {heart}."
EventTravelEventForest4.button1,Confirm
EventTravelEventForest5.text,"<b>Forest - Latari Elves:</b>\n\n<i>A band of Latari Elves is beset by minions of the overlord.</i>\n\nYou could aid the elves, but you might get wounded in the process. Do you want to help them?"
EventTravelEventForest5.button1,No
EventTravelEventForest5.button2,Yes
EventTravelEventForest5A.text,<b>Forest - Latari Elves:</b>\n\n<i>While you continue your journey the elves' dying screams echo in the woods.</i>\n\nThe Overlord's reinforcements will arrive sooner.
EventTravelEventForest5A.button1,Confirm
EventTravelEventForest5B.text,<b>Forest - Latari Elves:</b>\n\n<i>You leap to their defense.</i>\n\nEach hero suffers 1 {heart}.
EventTravelEventForest5B.button1,Confirm
EventTravelEventForest6.text,<b>Forest - Minions Emerge!:</b>\n\n<i>The overlord's minions emerge!</i>\n\nThe heroes chooses 1 attribute. Each hero must test the chose attribute. Each hero that fails suffers 1 {heart} and 1 {fatigue}.
EventTravelEventForest6.button1,Confirm
EventTravelEventForest7.text,"<b>Forest - Spiders!:</b>\n\n<i>Spiders! Gods be good, spiders!</i>\n\nThe hero with the lowest {awareness} is Poisoned."
EventTravelEventForest7.button1,Confirm
EventTravelEventForest12.text,"<b>Forest - Mysterious Herald:</b>\n\n<i>As you make your way towards your destination, you are approached by a mysterious herald. ""Tread carefully, heroes,"" the cloaked strangers says. ""There are minions of evil everywhere! A terrible plot is afoot, just nearby, and it must be stopped! Come!""</i>\n\nYou will be able to avoid some of the Overlord's reinforcements."
EventTravelEventForest12.button1,Confirm
EventTravelEventForest13LotW.text,<b>Forest - An Old Crone:</b>\n\n<i>You encounter an old crone who whispers a curse before disappearing back into the mists.</i>\n\nEach hero must test {will}. Each hero who fails succumbs to her spell and is Burning.
EventTravelEventForest13LotW.button1,Confirm
EventTravelEventForest14.text,<b>Forest - Heavy Fog:</b>\n\n<i>You feel a heavy fog surround you. Suddenly you feel strangely tired.</i>\n\nEach hero tests {knowledge}. Each hero who fails must place a hero token on his Hero sheet. That hero's Speed is 2 during his first turn.
EventTravelEventForest14.button1,Confirm
EventTravelEventForest15.text,<b>Forest - Bandits Occupy This Forest:</b>\n\n<i>Bandits occupy this dark forest.</i>\n\nEach hero tests either {will} or {knowledge}. Each hero that fails suffers 1 {heart} and 1 {fatigue}. If all heroes pass they may choose one hero to draw and keep 1 Shop Item card.
EventTravelEventForest15.button1,Confirm
EventTravelEventForest16.text,<b>Forest - Lost Merchant:</b>\n\n<i>A lost merchant asks for directions.</i>
EventTravelEventForest16.button1,Confirm
EventTravelEventForest16H2.text,<b>Forest - Lost Merchant:</b>\n\nEach hero tests {knowledge}.\n\nHow many heroes passed the test?
EventTravelEventForest16H2.button1,None
EventTravelEventForest16H2.button2,One
EventTravelEventForest16H2.button3,Two
EventTravelEventForest16H3.text,<b>Forest - Lost Merchant:</b>\n\nEach hero tests {knowledge}.\n\nHow many heroes passed the test?
EventTravelEventForest16H3.button1,None
EventTravelEventForest16H3.button2,One
EventTravelEventForest16H3.button3,Two
EventTravelEventForest16H3.button4,Three
EventTravelEventForest16H4.text,<b>Forest - Lost Merchant:</b>\n\nEach hero tests {knowledge}.\n\nHow many heroes passed the test?
EventTravelEventForest16H4.button1,None
EventTravelEventForest16H4.button2,One
EventTravelEventForest16H4.button3,Two
EventTravelEventForest16H4.button4,Three
EventTravelEventForest16H4.button5,Four
EventTravelEventForest16A.text,<b>Forest - Lost Merchant:</b>\n\n<i>Unfortunately you cannot help the merchant.</i>\n\nYou continue your journey.
EventTravelEventForest16A.button1,Confirm
EventTravelEventForest16B.text,<b>Forest - Lost Merchant:</b>\n\n<i>You can give the merchant an inconsistent description.</i>\n\nThe heroes are rewarded with 25 Gold.
EventTravelEventForest16B.button1,Confirm
EventTravelEventForest16C.text,<b>Forest - Lost Merchant:</b>\n\n<i>You can give the merchant a rough description.</i>\n\nThe heroes are rewarded with 50 Gold.
EventTravelEventForest16C.button1,Confirm
EventTravelEventForest16D.text,<b>Forest - Lost Merchant:</b>\n\n<i>You can give the merchant a pretty accurate description.</i>\n\nThe heroes are rewarded with 75 Gold.
EventTravelEventForest16D.button1,Confirm
EventTravelEventForest16E.text,<b>Forest - Lost Merchant:</b>\n\n<i>You can give the merchant an accurate description.</i>\n\nOne hero draws a shop item card of the current act and keeps it.
EventTravelEventForest16E.button1,Confirm
EventTravelEventForest17.text,<b>Forest - Gold Key:</b>\n\n<i>A strange man offers you a gold key.</i>\n\nIs there a scout in the hero party?
EventTravelEventForest17.button1,No
EventTravelEventForest17.button2,Yes
EventTravelEventForest17A.text,<b>Forest - Gold Key:</b>\n\n<i>The strange man revokes his offer.</i>\n\nNo effect.
EventTravelEventForest17A.button1,Confirm
EventTravelEventForest17B.text,<b>Forest - Gold Key:</b>\n\n<i>The Scout identifies this as a value item which he can trade.</i>\n\nYou can draw 3 additional shop cards after completing this quest.
EventTravelEventForest17B.button1,Confirm
EventTravelEventForest18.text,"<b>Forest - Wild Beast:</b>\n\n<i>A wild beast ambushes your party and you drop your weapons. You must resort to your bare hands.</i>\n\n{rnd:hero} tests {might}. If the test fails, suffer {heart} equal to your {might}."
EventTravelEventForest18.button1,Confirm
EventTravelEventForest22.text,"<b>Forest - Goblin Scout:</b>\n\n<i>A goblin scout is running to warn his comrades!</i>\n\nOne hero with a Ranged weapon rolls that weapon's dice. If the total range rolled is less than 4, each hero suffers 2 {heart}."
EventTravelEventForest22.button1,Confirm
EventTravelEventForest23.text,"<b>Forest - Goblin Scout:</b>\n\n<i>A goblin scout is running to warn his comrades!</i>\n\nOne hero with a Ranged weapon rolls that weapon's dice. If the total range rolled is less than 4, each hero suffers 2 {heart}."
EventTravelEventForest23.button1,Confirm
EventTravelEventForest23TT.text,<b>Forest - Hideous Plague Worm:</b>\n\n<i>A hideous plague worm attacks!</i>\n\n{rnd:hero} suffers 1 {heart} and is Weakened.
EventTravelEventForest23TT.button1,Confirm
EventTravelEventForest24.text,"<b>Forest - Lone Knight:</b>\n\n<i>A lone knight in shining silver armor blocks your path, bellowing a challenge to your strongest warrior.</i>\n\nDraw cards from the current Act's Shop Item Deck until a Melee weapon is revealed. One hero may choose to perform an attack with a Melee weapon against a gray defense die. This hero is also targeted by an attack from the drawn Shop Item, using his normal defense pool. If the hero deals more {heart} than he suffers, he may take the drawn Shop Item. If he suffers more {heart} than he deals, discard the drawn Shop Item."
EventTravelEventForest24.button1,Confirm
EventTravelEventForest25.text,"<b>Forest - Goblin Scout:</b>\n\n<i>A goblin scout is running to warn his comrades!</i>\n\nOne hero with a Ranged weapon rolls that weapon's dice. If the total range rolled is less than 4, each hero suffers 2 {heart}."
EventTravelEventForest25.button1,Confirm
EventTravelEventForest25MoB.text,<b>Forest - A Strange Locket:</b>\n\n<i>A strange locket glints in the dirt.</i>\n\nThe heroes choose 1 hero to test {knowledge}. Did he pass?
EventTravelEventForest25MoB.button1,No
EventTravelEventForest25MoB.button2,Yes
EventTravelEventForest25MoBA.text,<b>Forest - A Strange Locket:</b>\n\n<i>You do not manage to open the locket.</i>\n\nEach hero suffers {fatigue} equal to the {shield} rolled in excess of that hero's {knowledge}.
EventTravelEventForest25MoBA.button1,Confirm
EventTravelEventForest25MoBB.text,<b>Forest - A Strange Locket:</b>\n\n<i>You manage to open the locket.</i>\n\nInside you find 25 gold.
EventTravelEventForest25MoBB.button1,Confirm
EventTravelEventForest26.text,<b>Forest - A Recent Rain:</b>\n\n<i>A recent rain has left the forest a boggy mess.</i>\n\nEach hero tests {might}. Each hero who fails reduces his Speed to 1 during his first turn.
EventTravelEventForest26.button1,Confirm
EventTravelEventForest27.text,"<b>Forest - Goblin Scout:</b>\n\n<i>A goblin scout is running to warn his comrades!</i>\n\nOne hero with a Ranged weapon rolls that weapon's dice. If the total range rolled is less than 4, each hero suffers 2 {heart}."
EventTravelEventForest27.button1,Confirm
EventTravelEventForest28MoB.text,"<b>Forest - Ancient Graveyard:</b>\n\n<i>You stumble across an ancient graveyard. The statue of a hooded figure towers over the crumbling tombstones. In the statue's hands, a black crystal emanates a foreboding glow.</i>\n\nDo the heroes want to harvest the power of the crystal?"
EventTravelEventForest28MoB.button1,No
EventTravelEventForest28MoB.button2,Yes
EventTravelEventForest28MoBA.text,<b>Forest - Ancient Graveyard:</b>\n\n<i>You do not risk to touch the dark crystal.</i>\n\nNo effect.
EventTravelEventForest28MoBA.button1,Confirm
EventTravelEventForest28MoBB.text,"<b>Forest - Ancient Graveyard:</b>\n\n<i>You touch the dark crystal...</i>\n\nEach hero tests {knowledge}. Each hero who fails is Terrified or Diseased. If all heroes pass, place a hero token from the hero with the highest {knowledge} besides the map. During his turn, that hero may discard this token. If he does, each hero may discard 1 condition."
EventTravelEventForest28MoBB.button1,Confirm
EventTravelEventForest29MoB.text,"<b>Forest - The Remains of a Wagon:</b>\n\n<i>You find the remains of a wagon. A chest with a bizarre lock sits unopened among the wreckage. A voice whispers in your mind, ""By ogre and wraith, unleash that which waits.""</i>\n\nDo the heroes want to open the chest?"
EventTravelEventForest29MoB.button1,No
EventTravelEventForest29MoB.button2,Yes
EventTravelEventForest29MoBA.text,<b>Forest - The Remains of a Wagon:</b>\n\n<i>You leave the chest unopened.</i>\n\nNo effect.
EventTravelEventForest29MoBA.button1,Confirm
EventTravelEventForest29MoBB.text,"<b>Forest - The Remains of a Wagon:</b>\n\n<i>You try to open the chest.</i>\n\nThe heroes choose 2 heroes to test both {might} and {will} to open the chest. If both heroes pass both tests, 1 hero draws and receives 1 Shop Item card from the current Act's Shop Item deck. Each hero who fails his {might} test is Stunned. Each hero who fails his {will} test is Terrified."
EventTravelEventForest29MoBB.button1,Confirm
EventTravelEventForest30.text,"<b>Forest - A Young Couple:</b>\n\n<i>A young couple sifts through the charred remains of their cabin.</i>\n\nDo the heroes want to spend 25 Gold (if available), to support them?"
EventTravelEventForest30.button1,No
EventTravelEventForest30.button2,Yes
EventTravelEventForest30A.text,<b>Forest - A Young Couple:</b>\n\n<i>You have no time to aid the locals.</i>\n\nNo effect.
EventTravelEventForest30A.button1,Confirm
EventTravelEventForest30B.text,"<b>Forest - A Young Couple:</b>\n\n<i>You help the couple, and they promise to tell others about your heroic endeavor.</i>\n\nYou will be able to avoid some of the Overlord's reinforcements."
EventTravelEventForest30B.button1,Confirm
EventTravelEventWater4.text,"<b>Water - Something Glimmers:</b>\n\n<i>Something glimmers at the bottom of the pool!</i>\n\nHero players choose one hero to test {awareness} to dive in after it. If he passes, draw 1 Search card."
EventTravelEventWater4.button1,Confirm
EventTravelEventWater5.text,"<b>Water - Fat Bloated Corpses:</b>\n\n<i>Fat, bloated corpses float in the water. As you approach, they moan and rise!</i>\n\nEach hero tests {will}. Each hero who fails is overcome by zombies and is Diseased."
EventTravelEventWater5.button1,Confirm
EventTravelEventWater7.text,<b>Water - Pestilential Miasma:</b>\n\n<i>A pestilential miasma seems to rise from the water.</i>\n\nThe hero with the lowest {might} is Diseased.
EventTravelEventWater7.button1,Confirm
EventTravelEventWater8.text,"<b>Water - Mysterious Robed Figure:</b>\n\n<i>A mysterious robed figure offers you a ride on his pole-bardge.</i>\n\nYou don't know if the stranger is trustworthy, but you would surely regain your stamina. Do you accept?"
EventTravelEventWater8.button1,No
EventTravelEventWater8.button2,Yes
EventTravelEventWater8A.text,<b>Water - Mysterious Robed Figure:</b>\n\n<i>You don't want to risk anything.</i>\n\nNo effect.
EventTravelEventWater8A.button1,Confirm
EventTravelEventWater8B.text,"<b>Water - Mysterious Robed Figure:</b>\n\n<i>The stranger doesn't speak much, but he observantly listens in on your conversations...</i>\n\nEach hero recovers all {fatigue}, but the Overlord's reinforcements will arrive sooner."
EventTravelEventWater8B.button1,Confirm
EventTravelEventWater9.text,"<b>Water - Last Night's Rain:</b>\n\n<i>After last night's rain, the rivers are running high and fast.</i>\n\nEach hero tests {knowledge}. Each hero that fails suffers 2 {fatigue}."
EventTravelEventWater9.button1,Confirm
EventTravelEventWater10.text,"<b>Water - Tentacles:</b>\n\n<i>Tentacles burst from the water and attempt to pull the heroes in!</i>\n\nEach hero tests {might} and suffers 1 {fatigue} if he fails. If all heroes fail, each hero suffers 1 {heart}."
EventTravelEventWater10.button1,Confirm
EventTravelEventWater11.text,<b>Water - Ferryman:</b>\n\n<i>You begin to tire after the long journey. A ferryman sympathizes and offers you a ride.</i>\n\nYou could either spend 25 gold (if available) or continue the exhausting march by foot.
EventTravelEventWater11.button1,Suffer fatigue
EventTravelEventWater11.button2,Spend gold
EventTravelEventWater11A.text,"<b>Water - Ferryman:</b>\n\n<i>You continue your travel by foot, which proves to be quite exhausting.</i>\n\nEach hero suffers 1 {fatigue}."
EventTravelEventWater11A.button1,Confirm
EventTravelEventWater11B.text,<b>Water - Ferryman:</b>\n\n<i>Traveling this way is costly but faster.</i>\n\nYou pay the ferryman his 25 gold.
EventTravelEventWater11B.button1,Confirm
EventTravelEventWater12.text,"<b>Water - Mysterious Herald:</b>\n\n<i>As you make your way towards your destination, you are approached by a mysterious herald. ""Tread carefully, heroes,"" the cloaked strangers says. ""There are minions of evil everywhere! A terrible plot is afoot, just nearby, and it must be stopped! Come!""</i>\n\nYou will be able to avoid some of the Overlord's reinforcements."
EventTravelEventWater12.button1,Confirm
EventTravelEventWater14.text,<b>Water - Invigorated:</b>\n\n<i>You feel invigorated.</i>\n\nThe heroes choose a warrior. He places one of his hero tokens besides the map. He may discard this token at the start of his turn. He does not suffer {fatigue} to use skills this turn.
EventTravelEventWater14.button1,Confirm
EventTravelEventWater18LoR.text,"<b>Water - Woman by the Edge:</b>\n\n<i>A woman is sitting by the edge of the water whispering incoherently. As you get closer, her words begin to fill you with dread.</i>\n\nEach hero tests {knowledge}. Each hero who fails is Cursed."
EventTravelEventWater18LoR.button1,Confirm
EventTravelEventWater19.text,<b>Water - Dark Fog:</b>\n\n<i>A dark fog has settled over the water.</i>\n\nThe Overlord's reinforcements will arrive sooner.
EventTravelEventWater19.button1,Confirm
EventTravelEventWater20LoR.text,"<b>Water - The Water Appears Dark:</b>\n\n<i>The water appears dark and smells rather foul.</i>\n\nChoose 1 hero, that does not have a Condition card, to test his weakest attribute. if he fails, he is Cursed."
EventTravelEventWater20LoR.button1,Confirm
EventTravelEventWater21.text,<b>Water - Haggling with a Merchant:</b>\n\n<i>Haggling with a traveling merchant causes unfortunate delay.</i>\n\nThe heroes may choose 1 hero to draw and keep 1 Shop Item card. Do they want to do this?
EventTravelEventWater21.button1,No
EventTravelEventWater21.button2,Yes
EventTravelEventWater21A.text,<b>Water - Haggling with a Merchant:</b>\n\n<i>You have no time for this.</i>\n\nNo effect.
EventTravelEventWater21A.button1,Confirm
EventTravelEventWater21B.text,<b>Water - Haggling with a Merchant:</b>\n\n<i>It takes hours until you can negotiate a price.</i>\n\nThe Overlord's reinforcements will arrive sooner.
EventTravelEventWater21B.button1,Confirm
EventTravelEventWater23.text,<b>Water - Corrupted Waters:</b>\n\n<i>Something foul has corrupted these waters.</i>\n\nEach hero tests {might}. Each hero that fails is Poisoned.
EventTravelEventWater23.button1,Confirm
EventTravelEventWater24.text,"<b>Water - Lone Knight:</b>\n\n<i>A lone knight in shining silver armor blocks your path, bellowing a challenge to your strongest warrior.</i>\n\nDraw cards from the current Act's Shop Item Deck until a Melee weapon is revealed. One hero may choose to perform an attack with a Melee weapon against a gray defense die. This hero is also targeted by an attack from the drawn Shop Item, using his normal defense pool. If the hero deals more {heart} than he suffers, he may take the drawn Shop Item. If he suffers more {heart} than he deals, discard the drawn Shop Item."
EventTravelEventWater24.button1,Confirm
EventTravelEventWater25.text,<b>Water - Inviting Lagoon:</b>\n\n<i>Among the darkened waters you see a deep but inviting lagoon.</i>\n\nEach hero may choose to suffer 2 {heart} and recover 2 {fatigue} or suffer 2 {fatigue} and recover 2 {heart}.
EventTravelEventWater25.button1,Confirm
EventTravelEventWater27.text,<b>Water - Festering Leeches:</b>\n\n<i>The water teems with festering leeches.</i>\n\nEach hero tests {awareness}. Each hero who fails is Diseased.
EventTravelEventWater27.button1,Confirm
EventTravelEventWater28MoB.text,"<b>Water - Ancient Graveyard:</b>\n\n<i>You stumble across an ancient graveyard. The statue of a hooded figure towers over the crumbling tombstones. In the statue's hands, a black crystal emanates a foreboding glow.</i>\n\nDo the heroes want to harvest the power of the crystal?"
EventTravelEventWater28MoB.button1,No
EventTravelEventWater28MoB.button2,Yes
EventTravelEventWater28MoBA.text,<b>Water - Ancient Graveyard:</b>\n\n<i>You do not risk to touch the dark crystal.</i>\n\nNo effect.
EventTravelEventWater28MoBA.button1,Confirm
EventTravelEventWater28MoBB.text,"<b>Water - Ancient Graveyard:</b>\n\n<i>You touch the dark crystal...</i>\n\nEach hero tests {knowledge}. Each hero who fails is Terrified or Diseased. If all heroes pass, place a hero token from the hero with the highest {knowledge} besides the map. During his turn, that hero may discard this token. If he does, each hero may discard 1 condition."
EventTravelEventWater28MoBB.button1,Confirm
